clean_title,category,section,disposition,local_file,apa_source_url,bytes,superseded_by
APA-DSM5TR-Update-September-2025.pdf,DSM fact sheets and diagnostic education,13_Faculty_Resources (background),CATALOG,files/86b5244f88_APA-DSM5TR-Update-September-2025.pdf,https://www.psychiatry.org/getmedia/b68a5776-f88c-45c7-9535-fd219d7aa5cb/APA-DSM5TR-Update-September-2025.pdf,1344755,
APA-DSM5TR-Update-September-2024.pdf,DSM fact sheets and diagnostic education,13_Faculty_Resources (background),CATALOG,files/9fc01a6b8d_APA-DSM5TR-Update-September-2024.pdf,https://www.psychiatry.org/getmedia/2ed086b0-ec88-42ec-aa0e-f442e4af74e6/APA-DSM5TR-Update-September-2024.pdf,1098293,
APA-APM-Dissemination-Integrated-Care-Report.pdf,Collaborative and integrated care,13_Faculty_Resources (CoCM),CATALOG,files/327523e4a4_APA-APM-Dissemination-Integrated-Care-Report.pdf,https://www.psychiatry.org/getmedia/216b2b63-3bcc-4c2c-b390-48a21d3bbec2/APA-APM-Dissemination-Integrated-Care-Report.pdf,1430097,
APA-CoCM-Practice-and-Billing-Toolkit.pdf,Collaborative and integrated care,13_Faculty_Resources (CoCM),CATALOG,files/30222b0666_APA-CoCM-Practice-and-Billing-Toolkit.pdf,https://www.psychiatry.org/getmedia/bf8ba668-0db4-40af-9dbf-bc85b33409e1/APA-CoCM-Practice-and-Billing-Toolkit.pdf,766193,
APA-Treating-Pediatric-in-the-CoCM-Guide.pdf,Collaborative and integrated care,03_Core_Topics (topic-specific),CATALOG,files/3957bcb1a7_APA-Treating-Pediatric-in-the-CoCM-Guide.pdf,https://www.psychiatry.org/getmedia/0a4609b8-2b12-4df2-b8ab-eca0fa103fe2/APA-Treating-Pediatric-in-the-CoCM-Guide.pdf,127503,
APA-Treating-Geriatric-in-the-CoCM-Guide.pdf,Collaborative and integrated care,03_Core_Topics/Geriatric,CATALOG,files/42dad4eefd_APA-Treating-Geriatric-in-the-CoCM-Guide.pdf,https://www.psychiatry.org/getmedia/543bc62d-4040-4d98-8380-ba13af30b3fe/APA-Treating-Geriatric-in-the-CoCM-Guide.pdf,110100,
APA-DSM5TR-Update-September-2022.pdf,DSM fact sheets and diagnostic education,13_Faculty_Resources (background),STALE,files/d518588840_APA-DSM5TR-Update-September-2022.pdf,https://www.psychiatry.org/getmedia/304e9a98-ca5c-4e04-97d7-30b4756705eb/APA-DSM5TR-Update-September-2022.pdf,722388,
APA-DSM5TR-Update-September-2023.pdf,DSM fact sheets and diagnostic education,13_Faculty_Resources (background),CATALOG,files/a9577940e7_APA-DSM5TR-Update-September-2023.pdf,https://www.psychiatry.org/getmedia/eecccfbe-91de-4171-b7ba-8d6c1aae3d11/APA-DSM5TR-Update-September-2023.pdf,807441,
APA-Presentation-Final-Asynchronous-Screening.pptx,Collaborative and integrated care,13_Faculty_Resources (CoCM),SURFACE,files/7ffb7f5189_APA-Presentation-Final-Asynchronous-Screening.pptx,https://www.psychiatry.org/getmedia/a004d45a-cfae-4fc7-9187-13d9290465f4/APA-Presentation-Final-Asynchronous-Screening.pptx,1720127,
APA-Treating-SUD-in-the-CoCM-Guide.pdf,Collaborative and integrated care,03_Core_Topics/SUD_Withdrawal,CATALOG,files/98ffc2b8ab_APA-Treating-SUD-in-the-CoCM-Guide.pdf,https://www.psychiatry.org/getmedia/af67fee7-a1d2-44c3-bce6-e811631ac57b/APA-Treating-SUD-in-the-CoCM-Guide.pdf,105061,
APA-Treating-Perinatal-in-the-CoCM-Guide.pdf,Collaborative and integrated care,03_Core_Topics/Perinatal,CATALOG,files/d15631060f_APA-Treating-Perinatal-in-the-CoCM-Guide.pdf,https://www.psychiatry.org/getmedia/e2eafc40-965c-4a72-b206-50b458c35e16/APA-Treating-Perinatal-in-the-CoCM-Guide.pdf,123424,
APA-Patient-Pamphlet-Interprofessional-Health-Record-Consultations-Codes.pdf,Collaborative and integrated care,13_Faculty_Resources (CoCM),CATALOG,files/541821ee8c_APA-Patient-Pamphlet-Interprofessional-Health-Record-Consultations-Codes.pdf,https://www.psychiatry.org/getmedia/a6e4ee2a-a99b-4c39-b1e6-a758ffed8fc6/APA-Patient-Pamphlet-Interprofessional-Health-Record-Consultations-Codes.pdf,478125,
APA-CDC-Perinatal-Mental-and-Substance-Use-Disorders-Whitepaper.pdf,Perinatal mental health,03_Core_Topics/Perinatal,CATALOG,files/6abc2c3b57_APA-CDC-Perinatal-Mental-and-Substance-Use-Disorders-Whitepaper.pdf,https://www.psychiatry.org/getmedia/344c26e2-cdf5-47df-a5d7-a2d444fc1923/APA-CDC-Perinatal-Mental-and-Substance-Use-Disorders-Whitepaper.pdf,1725955,
APA-CDC-NonPrescribing-Practitioners-Facts-Persons-Who-Want-To-Get-Pregnant.pdf,Perinatal mental health,03_Core_Topics/Perinatal,CATALOG,files/80d51d8756_APA-CDC-NonPrescribing-Practitioners-Facts-Persons-Who-Want-To-Get-Pregnant.pdf,https://www.psychiatry.org/getmedia/fc35b9d5-153e-4e0d-9778-cc03382970b4/APA-CDC-NonPrescribing-Practitioners-Facts-Persons-Who-Want-To-Get-Pregnant.pdf,241819,
APA-CDC-NonPrescribing-Practitioners-Facts-Pregnant-Postpartum-Persons.pdf,Perinatal mental health,03_Core_Topics/Perinatal,CATALOG,files/7778ff9914_APA-CDC-NonPrescribing-Practitioners-Facts-Pregnant-Postpartum-Persons.pdf,https://www.psychiatry.org/getmedia/6a748f6e-f955-4057-b814-f38fbc0127cd/APA-CDC-NonPrescribing-Practitioners-Facts-Pregnant-Postpartum-Persons.pdf,114336,
APA-CDC-Prescribing-Practitioners-Facts-Pregnant-Postpartum-Persons.pdf,Perinatal mental health,03_Core_Topics/Perinatal,CATALOG,files/dca998f6c5_APA-CDC-Prescribing-Practitioners-Facts-Pregnant-Postpartum-Persons.pdf,https://www.psychiatry.org/getmedia/c5cf4b96-df9e-4eea-9637-c2d02f581fae/APA-CDC-Prescribing-Practitioners-Facts-Pregnant-Postpartum-Persons.pdf,238862,
APA-Billing-Guide-Interprofessional-Health-Record-Consultations-Codes.pdf,Collaborative and integrated care,13_Faculty_Resources (CoCM),CATALOG,files/fd85048a8a_APA-Billing-Guide-Interprofessional-Health-Record-Consultations-Codes.pdf,https://www.psychiatry.org/getmedia/c50b024d-14b6-4278-ae9c-bc6b45714837/APA-Billing-Guide-Interprofessional-Health-Record-Consultations-Codes.pdf,142423,
APA-Telehealth-Provisions-Before-After-PHE-Comparison.pdf,Telepsychiatry and digital care,13_Faculty_Resources (Telepsych/Digital),CATALOG,files/493366821a_APA-Telehealth-Provisions-Before-After-PHE-Comparison.pdf,https://www.psychiatry.org/getmedia/03557044-ee75-4a8c-99cf-f5bd9ba01518/APA-Telehealth-Provisions-Before-After-PHE-Comparison.pdf,159336,
APA-CDC-Prescribing-Practitioners-Facts-Persons-Who-Want-To-Get-Pregnant.pdf,Perinatal mental health,03_Core_Topics/Perinatal,CATALOG,files/0683fa6448_APA-CDC-Prescribing-Practitioners-Facts-Persons-Who-Want-To-Get-Pregnant.pdf,https://www.psychiatry.org/getmedia/c12ce5df-7a3e-4e25-a288-579e26c02831/APA-CDC-Prescribing-Practitioners-Facts-Persons-Who-Want-To-Get-Pregnant.pdf,110202,
APA-Digital-Mental-Health-101-One-Pager.pdf,Telepsychiatry and digital care,13_Faculty_Resources (Telepsych/Digital),SURFACE,files/f16868bbb1_APA-Digital-Mental-Health-101-One-Pager.pdf,https://www.psychiatry.org/getmedia/4b9a7fef-e966-4804-8e44-ff697fe73dad/APA-Digital-Mental-Health-101-One-Pager.pdf,170568,
APA-College-Mental-Health-Telepsychiatry-COVID-19.pdf,Telepsychiatry and digital care,13_Faculty_Resources (Telepsych/Digital),CATALOG,files/420d10ca0b_APA-College-Mental-Health-Telepsychiatry-COVID-19.pdf,https://www.psychiatry.org/File%20Library/Psychiatrists/Practice/Telepsychiatry/APA-College-Mental-Health-Telepsychiatry-COVID-19.pdf,166395,
MHLGAPA-ATA-Best-Practices-in-Videoconferencing-Based-Telemental-Health.pdf,Telepsychiatry and digital care,13_Faculty_Resources (Telepsych/Digital),CATALOG,files/9783809596_MHLGAPA-ATA-Best-Practices-in-Videoconferencing-Based-Telemental-Health.pdf,https://www.psychiatry.org/File%20Library/Psychiatrists/Practice/Telepsychiatry/MHLGAPA-ATA-Best-Practices-in-Videoconferencing-Based-Telemental-Health.pdf,290423,
